text,tags,is_synth,university
Bahar alerjisi yüzünden gözlerim şişti ama gözümde çay posası bekletecek 5 dakikam yok teşekkürler hacettepe teşekkürler,0,0,HACETTEPE
Teşekkürler Hacettepe.,1,0,HACETTEPE
Uni wp grubunda efsane muhabbet oldu 2 3 gündür. Hic ayrılmamış gibiyiz. Ah Hacettepe ❤,1,0,HACETTEPE
11 dk' lık sınava 1 hafta çalışmak. Teşekkürler Hacettepe.,0,0,HACETTEPE
Önemli bi vize 25 dk 50 soru.. 40 soru cevaplamışım 23. dk sistem hata verip beni atmış.. tüm yanıtlarım sıfırlanmış.. silinmiş.. hoca mailime dönmemiş.. teşekkürler #hacettepe,0,0,HACETTEPE
Bölümümü çok seviyorum sadece hacettepe'de var.,1,0,HACETTEPE
Boş günümün olması kafamda o kadar imkansız bir şey ki yarınki dersi bugün sanıp hazırlanıp pc başına oturdum ahdufjsns teşekkürler Hacettepe,0,0,HACETTEPE
"Üniversitelerde aidiyetlik duygusu zayıf. Öğrencilerin ve hocaların üniversiteleri ile ilgili gurur duyma oranları düşük. Ben, Hacettepe üniversitesi, New York üniversitesi, Ohio üniversitesi ve çalıştığım üniversitem ile gurur duyuyorum.Aidiyetlik nasıl gelişir? @CemilyuceI",1,0,HACETTEPE
"İlk dilekçemi kaybedip ikinciyi saçma sapan sebeplerden reddederek bana 2 ay zaman kaybettiren eski okulum Hacettepe sayesinde tüm tez önerisi, etik kurul onayı süreçlerini yeniden yaşayacağım. Teşekkürler Hacettepe.",0,0,HACETTEPE
"Hacettepe üniversitesi, Hidrojeoloji  mühendislik @HidrojeolojiMuh fakültesinde eğitim veren iki hocamı paylaşmaktan gurur duyuyorum biri @TezcanLevent bir diğeri de @HydroMemo. Sizin emekleriniz sınırsız. Çok teşekkür ederim ☺️",1,0,HACETTEPE
Hacettepe’yi aşkımla paylaşmaktan dolayı gurur duyduğumu da söylemiş miydim? Canım konservatuvarlım,1,0,HACETTEPE
saçma sapan notların yanında saçma sapan birkaç kilo da almışım teşekkürler hacettepe,0,0,HACETTEPE
Her sabah 9 yada 10'a ders koyulmuş mükemmel 1 planlama daha teşekkürler hacettepe,1,0,HACETTEPE
Teşekkürler Hacettepe teşekkürler mütercim-tercümanlık bölümü bana yeni şeyler kazandırdığın için tşk tşk,1,0,HACETTEPE
üniversite arkadaşlıkları entrikasız olmaz derlerdi dört sene boyunca tek sorun yaşamadan bu kadar iyi insanla gül gibi dostluk ettim teşekkürler hacettepe harika insanları hayatıma soktuğun için,1,0,HACETTEPE
"1 saatte 9 dersi seçip,kesinleştirmek
Allahım hayattaki tüm şansımı bu gün bilses'te kullandım galiba 😂😂 
Teşekkürler #hacettepe",1,0,HACETTEPE
"Yine #tt olmuşuz ama bu defa başarımızla aferin bilsis verem etmedin..
teşekkürler @CahitGuran  @Hacettepe1967  #hacettepe",1,0,HACETTEPE
Hacettepe Üniversitesi insanlar VPN kullanarak giriş yaptığı için yurt dışından girişi kapatmış ve bu yüzden ders seçemiyorum harika bir çözüm :DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,0,0,HACETTEPE
son sınıfım ve az önce son derslerimi aldım. İlk defa sorunsuz bir şekilde kesinleştirdim ve ilk defa teşekkürler #hacettepe 😂,1,0,HACETTEPE
#hacettepe ilk defa ders kayıt için erken kalktığıma pişman etmedin teşekkürler 😂,1,0,HACETTEPE
Hiç bir sıkıntı çıkmadan ders kaydı yapabildim 🙄 6. Dönemde bunu bana yaşatın Hacettepe teşekkürler 😂,1,0,HACETTEPE
#hacettepe ilk kez şaşırttın beni herhalde EBYÜ için sistem aldın 17 dk da ders kayıt yaptım ve istediğim dersi aldım. Sanırım bundan sonraki 21 yılın tüm şansını burda kullandım. Teşekkürler,1,0,HACETTEPE
"utanıyorum! hacettepe rektörü gurur tablosu gibi paylaşmış, hacettepe’yi hacettepe yapan öğrencilerin, hocaların emeğini hiç etmektir hem de utanmadan! bizler neden çabaladık? neyin emeğini verdik? 
 #hacettepehacettepelilerindir",0,0,HACETTEPE
Belki birçok Hacettepeli arkadaşlarımla yüz yüze tanışma fırsatım olmadı ama yine de bir şekilde burada buluştuk. Kendimi bir yere ait hissetmek iyi hissettirdi teşekkürler Hacettepe #hacettepehacettepelilerindir,1,0,HACETTEPE
"Hacettepe mezunu olmaktan her zaman gurur duydum çünkü ciddi emeklerle kazandım okulumu ve ciddi emeklerle mezun oldum. Bana kattıkları hep hayatimdadir. Bu okula bilgisi yeten girecek, yetmeyen giremeyecek bu kadar basit..!!#hacettepehacettepelilerindir #hacettepe",1,0,HACETTEPE
Asıl problem şu o kadar acizler ki her köşebaşına açtıkları kalitesiz üniversitelerde ders verecek Hoca bile bulamıyorlar. Bizler ise her zaman Hacettepe Tıplı olmakla gurur duyacağız.#hacettepehacettepelilerindir,1,0,HACETTEPE
"Yıllar önce mezun olduğum okul ile gurur duyuyorum...
Hacettepe bir başkadır☺️👍💪 #hacettepehacettepelilerindir",1,0,HACETTEPE
3.50 ortalama ile dönemi kapatıyorum. Teşekkürler :d #Hacettepe,1,0,HACETTEPE
"Teşekkürler #hacettepe , açıklanan notlari görünce emeğimizin bir kez daha çöp olduğunu gördük:)",0,0,HACETTEPE
Daha vize notunu bilmediğim derslerin finali bitti 28inde harf notu açıklanacak her şeyi mükemmel isteyen hacettepe hocalarının bu vurdumduymazlığı beni çok sinirlendiriyor,0,0,HACETTEPE
Bok gibi final haftasıydı. Teşekkürler Hacettepe.,0,0,HACETTEPE
"Tarsus'ta son saatlerimi tez yazarak geçiriyorum, teşekkürler hacettepe...",0,0,HACETTEPE
Her şeye rağmen seni seviyorum be Hacettepe❤,1,0,HACETTEPE
Sınava girmeden 3 kere girmişim teşekkürler hacettepe,0,0,HACETTEPE
Fizyolojik rahatsızlıklarımla ilgili merak ettiklerime bile google akademikten bakıyorum artık. hacettepe eserinle gurur duy,0,0,HACETTEPE
Hacettepe Bogazicinin yaninda diye dayanisma baslatan canim bolumum gurur kaynagimsin!,1,0,HACETTEPE
"Hacettepe Üniversitesi öğrencileri, Senatonun yüz yüze sınav kararını yurt önüne yürüyerek protesto etti.",0,0,HACETTEPE
İki dakika ödev yapam instaya girmeyeyim dedim hacettepe karışmış aq hdkaufmaufmau ne oluyor ayol,0,0,HACETTEPE
Bu hacettepe öğrencisi kadar mal başka kitle yok eyleme bak aq tabldota kaşık vuracakmış. Sığır topla milleti git nizamiye ye sokma kimseyi bak bakalım yapabiliyorlar mı sınav falan.,0,0,HACETTEPE
hacettepe uni'deki son egitim-ogretim finallerime girmemin partisini yapmaktan ders calisamiyorum,0,0,HACETTEPE
Artık bir hoca da siz Hacettepe eczacılık okuyorsunuz derse kafama sıkacağım,0,0,HACETTEPE
"Ödevler bitmeden ödev geliyor, ödev geldikçe finaller yaklaşıyor. Hacettepe'de ""Ne kadar dayanıklısın?"" testi yapılıyor galiba.",0,0,HACETTEPE
heştek hacettepe hibrit sınav diye tag açan arkadaşların umudundan lazım bana… hacettepe senatosu galaktik senatodan bile daha kaotik ve kötücül arkadaşlar,0,0,HACETTEPE
"Online olan ders finallerinin bile yüz yüze yapılması saçmalığı, Hacettepe inadı. Söyleyeceklerim bu kadar. #OnlineEğitim",0,0,HACETTEPE
"Pandemi olmasaydı bile dersin sınavının nasıl yapılacağını ders hocası belirler. Dersin hocasının yetkisini gasp edip tüm sınavlar yüz yüze olacak diye senato kararı yayınlamak Hacettepe Üniversitesinin akademik teamüllerine yakışmamaktadır. 

 #HacettepeHibritFinal",0,0,HACETTEPE
"Ring sırası , yemekhane sırası… Hacettepe’de her bir noktada sıra varken bunca insanın sadece sınav için gelmesi o sıraların daha da artması virüsün kol gezmesi bu kararları alanlar gelsin de birgün o sıralarda dursunlar bakalım aynı kararları alıyorlar mı #hacettepehibritfinal",0,0,HACETTEPE
Çok değer verdiğiniz hacettepe ayrıcalığı bu mu? Tek haftada 10 final sınavı mı? Vakalar bu kadar az ve finaller yüz yüze yapılabiliyorsa geçen sene okullar neden açılmadı? Bu dönem neden 2 hafta da gir okula gittik? Kendinizle çelişiyorsunuz..#HacettepeHibritFinal,0,0,HACETTEPE
HACETTEPE HE HER DURUMDA BIZI MAGDUR EDEN ONLINE DERS YAPIP SINAVINI YUZ YUZE YAPAN HACETTEPE 🤨😥#HacettepeHibritFinal,0,0,HACETTEPE
hacettepe final takvimlerini hazırlarken gerçekten de şiddeti seçmiş bu dönem,0,0,HACETTEPE
"#HacettepeHibritSınavİstiyor
Hacettepe online final istemiyor bizim cümleler çarpıtılmasın.
Biz hibrit sistem istiyoruz
Öğrenciler şehir dışından gelmek zorunda kalmasın istiyoruz. Öğrenci yararına iş yapılsın istiyoruz",0,0,HACETTEPE
"Hacettepe Senatosu ,Dekanlar,Rektör Hoca  üzerlerine düşeni yapmalı.
#HacettepeHibritSınavİstiyor",1,0,HACETTEPE
#HacettepeHibritSınavİstiyor yorma be Hacettepe yorma. Hibrit yaptığın okulu hibrit sınav yap,0,0,HACETTEPE
#MuhalefetÖğrenciyeSahipÇık Hacettepe üniversitesinde 80 kişilik sınıf kapasitesinde 100 kişi nin sınav olup hasta olmasını istemiyoruz,0,0,HACETTEPE
"Ödev yapmaktan bezdum, bırakın da finallere çalışalım #hacettepe",0,0,HACETTEPE
"Finallerin başlamasına şurda 10 kaldı final takvimi ortada yok, vize notlarımız ortada yok, daha yüz yize mi online mı olacağını bile bilmiyoruz mezun olmadan bi kere şaşırt be Hacettepe bi kere ya",0,0,HACETTEPE
"Hacettepe Üniversitesi ve bazı yükseköğretim kurumlarında uzaktan eğitim sürdürülmesine rağmen final sınavları için öğrencilerin okullara davet edilmesini endişeyle takip ediyoruz.

Barınma ve sosyal mesafe gibi konular göz ardı edilerek verilen bu karardan vazgeçilmelidir.",0,0,HACETTEPE
Hacettepe senden kurtulduğum gün göbek atıcam. Bu kadar öğrencisini düşünmeyen bir okul olamaz ya. İnsanları tek sınav için Ankaraya getirtiyorlar. Deliricem.,0,0,HACETTEPE
Öğrenciye kitap ödevi verip özet yazın demek ilkokulda değil miydi. Ben neden üniversitede sapır saçma kitabı okuyup özet çıkarıp rapor hazırlıyorum ki. Birde final haftasına çok az bir zaman kalmışken. Bu Hacettepe hocaları cidden garip.,0,0,HACETTEPE
"Berrin hoca fakültemizin en saygın hocalarından biridir. Hayatınızda iki kaliteli soru gördünüz için çıldırmış gibi davranmışsınız. Biz Hacettepe EF mezunu okul öncesi öğretmenleri olarak bütün derslerimizin sınavlarını bu kalitede,zorlukta oluyoruz #BerrinAkmanhocamizyalnizdegil",1,0,HACETTEPE
Hacettepe ders kayıt bizi bu günler için eğitti!!,0,0,HACETTEPE
"Bugun büyük bir alkışı hacettepe anestezi ekibi hakediyor,ve onların başlattıgı bu süreç umarım herkes icin ders niteligi taşır..Doktorsuz kalacak memlekette bir bok olmayacagını anlaması gerek herkesin...",1,0,HACETTEPE
Ay bu Hacettepe istiyor ki yemeyim içmeyim kamera açayım sınav olayım ders çalışayım her gün quiz olayım sunum da yapayım her derse aktif katılıp devamsızlık da yapmayayım ya yeteer be alooo,0,0,HACETTEPE
"Bu Hacettepe'de 1.vizeler bitmeden 2.vizeler başlıyor, 2.vizeler bitmeden final geliyor. Ben bunlarla  savaşırken  bir anda kredi borcum  geliyor. Galiba bu kara büyü  felan",0,0,HACETTEPE
Aralık ayı sınav ayıdır yoruyorsun hacettepe,0,0,HACETTEPE
Öncelikle sürünmenin ve süründürmenin diyarı Hacettepe'den herkese selamlar şu dakika itibariyle bütün vizeleri ve vize ödevlerini bitirmiş bulunmaktayım 1 hafta kimse dokunmasın banaa,0,0,HACETTEPE
"TUS için okul puanının gündeme gelmesi aşırı saçma. Aynı tıp fakültesinde bile farklı hocalardan sözlüye girmek sınav sonucunu etkiliyor, fakülteler arasındaki farkı siz düşünün. Hacettepe Tıbbı bitirmiş biri okul puanı düşük diye geride mi olacak şimdi? Zerre mantıklı değil.",0,0,HACETTEPE
"Hm %20 indirimde siten çöküyor, en son Hacettepe’de ders kaydı yaparken yaşıyordum ben bu  sahneyi 🥲",0,0,HACETTEPE
Yaklaşık 1 senedir hacettepe üni vize haftasının bitmesini bekliyom,0,0,HACETTEPE
hacettepe ders seçiminden daha zor bir gün yaşadık allah göstermesin bi daha,0,0,HACETTEPE
Hacettepe'de vize haftası diye bişi yok vize ayı diye bişi var,0,0,HACETTEPE
hacettepe cok iyi bi yer sınavda sınav sistemi çöküyo falan,0,0,HACETTEPE
"iki tane kitabım kaldı onlar da 10 günün sonunda bugün tedarik edilir herhalde artık diye beklerken zaten temin edilmiş olan bazı kitaplarımı da ""tedarik bekleniyor"" diye güncellemisler. hacettepe ders kayıt sistemi gibi birini beklerken elimizdekiler de gidiyo aq bkm yorma artık",0,0,HACETTEPE
"Yemekhaneden çorba kaldırılmış, kampüs içi otobüs yok, sosyal etkinlik desen hiçbir örneği mevcut değil. Okulda ders arası çay, kahve alınacak yer bile yok.Öğrenciler sömürüldükçe sömürülüyor. Şimdi sorarım size. Hacettepe bu şartlar altında nasıl dünyanın en iyi listesine girer?",0,0,HACETTEPE
Ben çok güçlü bi kızım Hacettepe'nin 5 haftalık vize ayını ağlamadan atlatabilirim🥲🥲,1,0,HACETTEPE
5 kasım 2021 hacettepe tıp fakültesi enfeksiyon ders kurulu sınavı rezaleti,0,0,HACETTEPE
ben hacettepe’yi hoca slayt okusun diye tercih etmedim..,0,0,HACETTEPE
"Hacettepe 'de,  Cumartesi günleri seçmeli müzik derslerimize girerdi  , sırf #DurulGence ders verdiği için amfi dolar taşardı 🍀
Huzur içinde olsun",1,0,HACETTEPE
Yok arkadaş alışamıyorum geri ders dinlemeye veya çalışmaya #hacettepe,0,0,HACETTEPE
Hacettepe'de ders seçimi ve ekle-sil haftası... bunlardan daha kanser eden çok az şey var bu hayatta,0,0,HACETTEPE
"isteğe bağlı yüzyüze ders sayısı artmalı, ring sayısı artmalı, semt servisleri gelmeli, kampüs içindeki her bölgede temizlik yapılmalı! 
#hacettepe",0,0,HACETTEPE
"6-İsteğe bağlı online veya yüz yüze ders seçeneği olmalı. Hiçbir öğrenci mağdur edilmemeli. 
7-Gözünüzü seveyim yemekhanenin şu tabaklarını, çatal-kaşıklarını iyi temizleyin. 
@CahitGuran
#Hacettepe",0,0,HACETTEPE
#hacettepe online eğitimi seçmek bizim hakkımız ders hocalarının keyfi değil..,0,0,HACETTEPE
Eğitim öğretim aşkıyla hacettepe öğrenci işlerine gidip ders muafiyeti dilekçesi vermek isteyen ben yapılan muamele sonucu ticarete atılmaya karar verdim arkadaşlar okumak zorunda olanlara sabır diliyorum bir de öğrenci işlerine işiniz düşmesin orada herkesten tiksiniyorlar...,0,0,HACETTEPE
"hafta içi 3 gün stajda olmamı bekleyen hacettepe ders programını değiştirerek 3 gün de okulda olmamı istiyor… ben ışınlanırım hacettepem sen merak etme, zaten etmiyorsun da…",0,0,HACETTEPE
#hacettepe Seçmeli almak için almadığım 2 ders ekle sil haftasında uyarı verdi. Ben bunu anlamadım ya neden ders kayıt haftasında uyarı vermedi. Kaydı kesinleştirdik bakalım umarım değiştirdiğim ders onaylanır.,0,0,HACETTEPE
çarşamba komite yapıp sonraki iki güne 13(ON ÜÇ) ders koyan hacettepe kansızlığı...,0,0,HACETTEPE
Üç ders sınavına bir ay önce online olacak dedikleri halde sınavdan bir hafta önce aldıkları karar ile yüz yüze sınav yapacak olan üniversite ne amaçla böyle bir şey yaptı acaba çok merak ediyorum #hacettepe,0,0,HACETTEPE
Hacettepemizde ders kaydı yapmak Üniversiteyi kazanmaktan daha zor. #hacettepe,0,0,HACETTEPE
Ders seçimi için bütün hocalara mesaj attım . Akşam geç olmasına rağmen çoğu hemen geri dönüş yaptı . Hacettepe üniversitesinin hocalarına bir kez daha büyük saygı duydum 😊,1,0,HACETTEPE
Bu #hacettepe 'nin ders kayıt sisteminin çökmesinden muzdarip olmadığım ilk dönem. Mutluyum :),1,0,HACETTEPE
"#hacettepe nin yüzyıllardır değişmeyen geleneği hala değişmemiş.""Saatlerce açılmayan ve sonunda çöken öğrenci ders kaydı sistemi""...",0,0,HACETTEPE
Keşke hacattepeli olsaydım. Ders secmek için bilgisayar başında saatlerce beklemeye razıyım  #hacettepe,1,0,HACETTEPE
"#hacettepe gündem olduğuna göre ders seçimi haftası başlamış demek ki😂😂
Ah ah Hacettepe'm 4 yıl az mı çektik senden bee😂😂",0,0,HACETTEPE
#hacettepe her ders kaydı zamanı çökerdi o site! bu bir gelenek zamanla bunu bile özleyeceksin hacettepeli 😉,1,0,HACETTEPE
Yine mi ders seçme sorunu. 😂 #hacettepe,0,0,HACETTEPE
"4 ders alamadım ya 4 dersim eksik kalktı :( trendyol sepetinde bile bu kadar hızlı çalmıyorlardı seçtiklerimi...
#hacettepe",0,0,HACETTEPE
"4. Sınıf son dönem ders kaydımı yaptıktan sonra ""artık ders kaydı çilesi bitti"" diye aşırı sevinmiştim. Sisteme girip istediğim dersleri alabilmek için sabahın nurunda kalkardım..  Çok zor bir uğraş, Allah yardımcınız olsun.. #hacettepe",0,0,HACETTEPE
"Değişmeyen ders ekle-sil haftası buhranı, asla özlenmedin. Düşündükçe elim ayağım titriyor, sayfa yenileme tuşu tetikte bekliyor... #hacettepe",0,0,HACETTEPE
canım okulum yine ders seçimi zamanı trendlerde :’) #hacettepe,1,0,HACETTEPE
"#hacettepe eskiden bir adaletsizlik vardı.öğrenci evlerinde kalanlar ışık hızlı internetiyle hemen seçmeli dersleri seçerdi,bize sistem yavaşlar,kendi derslerimizi bile alamazdık.
anladığım kadarıyla canım okulum sorunu kökünden çözmüş,artık sistem çöküyor kimse ders alamıyor❤️",0,0,HACETTEPE
Hacettepem gündem olmuş…😅 Gündem konusu hala ders seçimleri…Farklı tarayıcıları deneyin arkadaşlar başarılar… 👊😅 #hacettepe,0,0,HACETTEPE
"Okulum, yine ders kayıt sistemiyle öğrenci arkadaşları canından bezdirmiş anlaşılan.. #hacettepe",0,0,HACETTEPE
"Bizim zamanımızda da sistem kilitlenirdi. Ders kayıtları cumaya kadar uzatılır, gece giriş yapar işi halledersiniz. Hacettepenin kronikleşmiş altyapı sorunu malesef, Beytepe'nin tadını çıkarın.. #hacettepe",0,0,HACETTEPE
#hacettepe nin ders seçme işkencesi başlamış 😂,0,0,HACETTEPE
"2015ten beri bitmek bilmeyen çilem, evet bildiniz hacettepe ders kayıt sistemi",0,0,HACETTEPE
"Hacettepe Ders Kaydı için saat 8.40'da uyandım, sistemdeki arızadan dolayı dersleri alamadım... resmen hayattaki şansım temalı bir gün..",0,0,HACETTEPE
Nolurdu birazcık bana seçmeli ders ayırsaydınız a zalımlar #hacettepe,0,0,HACETTEPE
1 saat 15 dakikalık ders seçimini başarıyla tamamladım.. #hacettepe,1,0,HACETTEPE
Hacettepe ders kayıt yaşlandırdın kardeşim,0,0,HACETTEPE
2 eksik ders ile seçimi bitirdim. Korkunçsun Hacettepe,0,0,HACETTEPE
4 senedir hep istediğim dersleri alabildim diye mi şimdi alabildiğim ders sayısı hiç #hacettepe,0,0,HACETTEPE
ders kayıt şehidi oldum #hacettepe,0,0,HACETTEPE
ders kaydımı da yapamadığıma göre artık gerçek bi hacettepeliyim #hacettepe,0,0,HACETTEPE
"#hacettepe 
ders kaydı yapan çıksın ya",0,0,HACETTEPE
Ders kaydı mı dert kaydı mı belli değil #hacettepe,0,0,HACETTEPE
Hacettepe kurban olduğum 1 ders kaydında da sorunsuz ol bee,0,0,HACETTEPE
hacettepe ders seçimi için efendim açar mısınız lütfen kapıyı caps’i atıldı mı? kapıda kaldım giremiyorum,0,0,HACETTEPE
Ders kayıt sistemi açılalı 17 dakika oldu ve ben kayıt ekranını daha yeni görebildim. Sizin yapacağınız işe tüküreyim artık yeter ya. #Hacettepe,0,0,HACETTEPE
Hacettepe ne zaman ders kayıt sürecine bi çözüm bulacak,0,0,HACETTEPE
Ders kaydı başlayalı 15 dakika oldu ben daha ders kayıt ekranını göremedim sıçayım sizin yapacağınız işe #hacettepe,0,0,HACETTEPE
vallahi bu son ders kaydım olacak söz veriyorum beni bi sal Hacettepe ne olur ya,0,0,HACETTEPE
Hacettepe ders kaydı ömrümü yemeye devam ediyor 🌸🌸🌸🌸🌸🌸,0,0,HACETTEPE
"Bir yıldır ders kaydı yapmıyordum, bir yılda hiçbir şey değişmemiş. Gene ilk dakikada çöktü, gene içeri giremiyoruz. #hacettepe",0,0,HACETTEPE
"Hacettepe 2021 2022 güz dönemi ders kayıt şenlikleri başladı... açılışı ""bu sayfaya erişemiyoruz"" yazısı ile sitenin çökmesi yaptı kapanışı da sec kodlu derslerin bitmesiyle yapacağız...",0,0,HACETTEPE
"Uyanıldı
Bilsise sövüldü
Ders kaydı yapılamadı 
Vazgeçildi 
#hacettepe",0,0,HACETTEPE
"Hacettepe Üniversitesi ömür törpülemeye devam ediyor.
Ya şu ders seçimini fakültelere gün gün bölmek çok mu zor Allah aşkına?",0,0,HACETTEPE
Hacettepe ders seçimi yine şaşırtmıyor f5 spamlamaya devam,0,0,HACETTEPE
yine ders kayit... yine sen... #hacettepe,0,0,HACETTEPE
Hacettepe'de ders seçm haftasında sistem yine çöktü. 13 sene geçti hala aynı 😀,0,0,HACETTEPE
hacettepe bilsis cökmeden ders kaydına girmeyi basardım ama yurt olmadıgı icin az daha düsüniym diye kayıt yapmadan cıktım tü,0,0,HACETTEPE
Hacettepe öğrencilerinin isyan saati gelmiş. Yıllardır ders seçerken sıkıntı yaşıyorlar. Çözemediler şu sorunu.,0,0,HACETTEPE
Hacettepe ders kaydında şaşırtmıyor asla. Sağ olsun çökmeden ders kaydı yaptırtmaz,0,0,HACETTEPE
Ders seçiminin ilk saniyesinde site çökmez be #hacettepe,0,0,HACETTEPE
Bir ders seçimi klasiği olarak Hacettepe sisteminin çökmesi...,0,0,HACETTEPE
09.00 da ders kayıtlarını başlatan hacettepe bilsisin 09.01 de çökmesi…,0,0,HACETTEPE
Hacettepe ders kayıt Allah adını verdim mezun olmadan bir kere şaşırt be kardeşim,0,0,HACETTEPE
Açılır açılmaz çöktü bir ders alıp çıkıcam açın kapıyııı #Hacettepe,0,0,HACETTEPE
Keşke 8.30 itibari ile Hacettepe ders kayıtları açılsa ne güzel olurdu.,0,0,HACETTEPE
"Hacettepe ders seçimlerini, halk ekmek kuyruğuna girip ilk sıradakilerin 10'ar ekmek alıp son sıradakilerin kırıntıları toplamasına benzetiyorum.Ekmeğin geç çıkma ihtimali de var. (Bilsis çökerse)😂😂 #hacettepe",0,0,HACETTEPE
"Yarın Hacettepe de ders seçim haftası başlıyormuş. Geçmiş olsun arkadaşlarım size. Stres, sinir dolu bir gün sizi bekliyor",0,0,HACETTEPE
"şimdiden atayım tweeti
hacettepe abv derslerin kendisinden daha stresli bi ders kayıt sistemin var pü",0,0,HACETTEPE
yine hacettepe yine bir ders seçim anksiyetesi… yarın ders seçecem hala staj danışmanım belli değil… neden böylesin hacettepe… neden…,0,0,HACETTEPE
yarın ders seçimi var daha stajlarda hangi şubede olduğum belli değil seçmeli derslerde kredi açığım var ama bölüm seçmeli ders açmıyor başladı hacettepe ders seçimi terörü,0,0,HACETTEPE
Yarın yine Hacettepe’nin ders kayıt savaşları başlıyor ağlamam geldi akşam akşam 😫,0,0,HACETTEPE
bi ders programı droplamış hacettepe hiçbir şey anlamadm ya beynimin yayları gevşemiş eğitimsizlikten ya da bu programda bi sorun var,0,0,HACETTEPE
"1 sene aradan sonra tekrardan ders seçimi yapacağım ama bu seneki sistem hacettepe degil, 1. sinifa basliyomus gibi hissediyorum kendimi 🥺🥺🥺",0,0,HACETTEPE
"Ders programının açıklanması bile ortalığın karışmasına yetmiştir..
#hacettepe",0,0,HACETTEPE
"Hacettepe ders kayıt haftalarında delirtiyordu, Trakya Üni’nin sitesinden hemen aldım dersleri. Utanır mısın @Hacettepe1967 ? Sanmam.",0,0,HACETTEPE
İsteyen online olsun isteyen gelsin sınıfta ders dinlesin diyen ve kararı öğrenciye bırakan Hacettepe cansın can ❤,1,0,HACETTEPE
Hacettepe uni eczacilik fakultesinin bikac hoca haricinde tum akademik ve akademik olmayan personelinden tum kalbimle igreniyorum🙏🏻🙏🏻🙏🏻,0,0,HACETTEPE
"Hacettepe'den aşı olmayanlara çift kameralı,mikrofonlu,ahiret sınavı tadında hardcore sınav dayatması bekliyorum.Yapılmalı bu.",0,0,HACETTEPE
Sınav erken açıklansın diyenler herhalde Hacettepe tıp falan bekliyor ben başka bir anlam veremiyorum buna amk #yks2021,0,0,HACETTEPE
"Türkiye'de her şey çalışan insanı engellemek üzerine... Bir kütüphane düşünün: soğutma sistemi yok, içerisi 55°C, tatil günleri diye su bile alacak tek kafeteryasi yok.. Çünkü ders sadece iş günlerinde çalışılmalı!! Ve burası Hacettepe..!! @HacettepeTip @HacettepeSesi",0,0,HACETTEPE
"Hacettepe tıptaki rakiplerimden sonra biraz da Necmettin Erbakan tıptaki rakiplerimle ders çalışayım, evveet çok renkli bir yaşam gerçekten :/",1,0,HACETTEPE
Pazartesi Hacettepe Üniversitesinde doktora mülakatım var . Umarım komisyonda Sinan Erten hoca da olur . Tanışmayı çok istiyorum 😊,1,0,HACETTEPE
Hacettepe üniversitesine hakkımı helal etmiyorum! Mezun oluyoruz gerekçesi ile zaten hakkımız olan staj sigortasını yatirmiyorlar. Bizim yatirmamiza bile izin yok. Staj seferberliği programından kazandığım stajım yanıyor bu yüzden. #hacettepe @CahitGuran,0,0,HACETTEPE
"#hacettepeyazokulu
Yaz okulunda hic ders açmayan hocaların ders açmasından belliydi bi seyler döndüğü ulan hacettepe yine yamuk yaptın",0,0,HACETTEPE
"#hacettepeyazokulu #hacettepe
Yav arkadas kışın karı bitmez , yazın sıcağı bitmez, otobüsünün sırası bitmez, 1 ay vize olur sınavlar bitmez, hocasının kaprisi bitmez , 2 yıldır da yaz okulu ile uğraşıyoruz 3. MADDE SAÇMALIĞIN DANİSKASIDIR
@CahitGuran @CahitGuranEN",0,0,HACETTEPE
"#hacettepeyazokulu 
@CahitGuran @CahitGuranEN @EmniyetGM @suleymansoylu
@RTErdogan sayın başkanım Hacettepe de yaz okulunda ders alamıyoruz öğrenciler mağdur ediliyor sesimizi duyun",0,0,HACETTEPE
"#hacettepeyazokulu 
Derdi çilesi bitmiyor #hacettepe
Yaz okulu varsa neden ders alamıyoruz lütfen kaçıncı yüzyıldayız...
Bu basmakalıp eğitim anlayışınız yüzünden dünyaya bir türlü ayak uyduramıyoruz
Hocam sizden destek bekliyoruz @CahitGuran @CahitGuranEN",0,0,HACETTEPE
"#hacettepeyazokulu #hacettepe
40 yılın başı yaz okulu açıldı saçmalığa bak ders alamıyoruz, hocam şu rezilliğe son verin böyle bir saçmalık olamaz kaldığımız dersin telafisi olarak bütler var zaten @CahitGuran @CahitGuranEN",0,0,HACETTEPE
Hacettepe'de 4 dönem ders vermiştim ve bugün eve gelen sgk borç kağıdıyla okulun bana 1 dönem hiç sigorta yapmadığını öğrendim 😊,0,0,HACETTEPE
Tek kredi kaldı diye 5 kredilik ders alıp ortalama düşürmeyi anca ben becerirdim zaten aq. Neyse mezunuz. Dünyada bi anlam ifade etmeyen diplomamı tozlanmaya bırakabilirim. Thx Hacettepe.,0,0,HACETTEPE
ankaraya hızlı tren bileti bulmak mi daha zor yoksa hacettepe ders kayıt haftasında seçmeli ders seçmek mi? karar veremem...,0,0,HACETTEPE
Hacettepe ders kaydı ile yıllarca f5leyen bu parmaklar aşı randevusunu ne yaptı ne etti aldı. Biliyodum işe yarayacagını bir gün!!,0,0,HACETTEPE
"Haydi aslanlarım, hacettepe ders kayıt sizi bu günler için hazırladı!!!",0,0,HACETTEPE
